Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
genome_945	100.0	35.56	Neural Network (Specific Model)	11	0.863	1401954	312.33569785276075	5655431	0.53	5216	None
genome_951	72.59	0.21	Neural Network (Specific Model)	11	0.889	915864	333.771646271069	4872772	0.64	4331	None
genome_952	73.3	0.0	Neural Network (Specific Model)	11	0.854	437521	283.54077485776213	3665336	0.51	3691	None
genome_960	84.8	17.3	Neural Network (Specific Model)	11	0.852	43449	279.4683293745052	4958514	0.46	5052	None
genome_961	90.77	47.55	Gradient Boost (General Model)	11	0.899	52124	307.08937076961644	8152409	0.55	7978	None
genome_963	98.94	17.31	Gradient Boost (General Model)	11	0.883	539248	295.18048294747325	4020660	0.46	4017	None
genome_973	100.0	32.8	Neural Network (Specific Model)	11	0.902	553013	331.8231721560383	4713994	0.41	4281	None
genome_984	89.1	42.47	Gradient Boost (General Model)	11	0.889	161046	317.8693590112101	7445721	0.61	6958	None
genome_986	100.0	9.14	Neural Network (Specific Model)	11	0.907	6782182	389.47510047178054	7364715	0.43	5723	None
genome_990	99.71	36.7	Neural Network (Specific Model)	11	0.879	357797	339.5653666911945	4714087	0.39	4077	None
genome_991	100.0	80.15	Neural Network (Specific Model)	11	0.902	1349197	323.39647902171623	10177583	0.59	9486	None
genome_0	86.95	0.05	Neural Network (Specific Model)	11	0.873	406193	306.24529118856896	4851040	0.57	4619	None
genome_105	89.54	16.38	Neural Network (Specific Model)	11	0.869	130863	302.9676056338028	5191581	0.46	4970	None
genome_109	59.17	0.0	Neural Network (Specific Model)	11	0.878	375946	328.217558380136	3790958	0.59	3383	None
genome_111	100.0	67.26	Gradient Boost (General Model)	11	0.871	921772	297.58021259198694	6256824	0.45	6115	None
genome_112	91.54	0.76	Neural Network (Specific Model)	11	0.878	297871	321.94715349507567	4573781	0.7	4163	None
genome_117	100.0	59.25	Gradient Boost (General Model)	11	0.909	4855144	315.4374117902508	9562825	0.6	9211	None
genome_122	86.51	12.37	Neural Network (Specific Model)	11	0.879	36257	305.7009264114665	5955186	0.56	5721	None
genome_127	94.15	41.11	Gradient Boost (General Model)	11	0.877	30991	304.60470172577794	7652709	0.56	7359	None
genome_131	93.38	26.43	Gradient Boost (General Model)	11	0.874	22375	289.09908555680823	7906554	0.44	7983	None
genome_133	72.66	0.83	Neural Network (Specific Model)	11	0.758	39048	312.3177744585512	3303437	0.36	2678	None
genome_143	85.03	4.23	Neural Network (Specific Model)	11	0.867	4097694	300.89308933301226	4315875	0.52	4153	None
genome_145	100.0	12.19	Neural Network (Specific Model)	11	0.854	2448233	303.9251320285803	3430576	0.39	3219	None
genome_148	79.55	0.18	Neural Network (Specific Model)	11	0.865	88281	296.3271375464684	4137454	0.52	4035	None
genome_150	100.0	40.89	Neural Network (Specific Model)	11	0.937	1513347	310.1899086213746	2491224	0.31	2517	None
genome_151	84.04	14.01	Neural Network (Specific Model)	11	0.881	14802	301.6151871657754	4792174	0.56	4675	None
genome_152	86.63	0.28	Neural Network (Specific Model)	11	0.888	144542	291.71275646743976	2205500	0.41	2242	None
genome_158	100.0	65.03	Gradient Boost (General Model)	11	0.895	16297	290.7739035354149	8000392	0.55	8231	None
genome_163	100.0	50.01	Gradient Boost (General Model)	11	0.872	236666	305.39311181914735	6911390	0.5	6591	None
genome_177	92.44	17.7	Neural Network (Specific Model)	11	0.86	18329	293.8413926499033	5280272	0.59	5170	None
genome_178	100.0	34.33	Neural Network (Specific Model)	11	0.875	5146228	306.78365384615387	6988969	0.48	6656	None
genome_179	57.13	0.01	Neural Network (Specific Model)	11	0.899	540168	324.8104366347178	1017223	0.39	939	None
genome_18	81.95	10.82	Neural Network (Specific Model)	11	0.887	29990	307.34468085106386	4386856	0.5	4230	None
genome_187	70.42	2.91	Neural Network (Specific Model)	11	0.849	36475	308.04124051468165	3294223	0.54	3031	None
genome_20	100.0	48.8	Neural Network (Specific Model)	11	0.876	193657	282.71620665251237	6825799	0.44	7065	None
genome_201	64.64	4.52	Neural Network (Specific Model)	11	0.795	15406	250.46807080439166	4201223	0.42	4463	None
genome_213	100.0	43.35	Neural Network (Specific Model)	11	0.891	38548	325.4975299929428	4647743	0.45	4251	None
genome_226	99.75	79.72	Neural Network (Specific Model)	11	0.861	279644	320.50973312401885	7097001	0.61	6370	None
genome_227	95.94	7.47	Neural Network (Specific Model)	11	0.905	1104552	332.8509803921569	1680374	0.46	1530	None
genome_230	77.22	9.13	Neural Network (Specific Model)	11	0.909	95912	281.7134735645253	1628914	0.36	1759	None
genome_232	60.2	1.15	Neural Network (Specific Model)	11	0.851	21845	332.82554372975477	2531267	0.61	2161	None
genome_241	100.0	56.99	Neural Network (Specific Model)	11	0.845	2868875	297.575383389763	5295578	0.32	5021	None
genome_243	100.0	123.44	Gradient Boost (General Model)	11	0.871	19459	291.66482096714657	8143244	0.44	8127	None
genome_245	67.51	11.94	Neural Network (Specific Model)	11	0.881	188504	297.0104761904762	2120855	0.38	2100	None
genome_251	100.0	25.74	Neural Network (Specific Model)	11	0.874	12898	288.0934451219512	6470849	0.48	6560	None
genome_252	90.57	0.55	Neural Network (Specific Model)	11	0.904	402349	374.28444034440344	8066536	0.69	6504	None
genome_256	99.76	20.28	Neural Network (Specific Model)	11	0.866	2465474	302.82378495791477	3854927	0.34	3683	None
genome_258	100.0	26.04	Neural Network (Specific Model)	11	0.856	3913930	290.35583864118894	7168627	0.41	7065	None
genome_262	100.0	77.76	Neural Network (Specific Model)	11	0.898	178612	299.9424292845258	6003510	0.42	6010	None
genome_263	100.0	21.47	Gradient Boost (General Model)	11	0.86	1406748	306.8170637970792	5559333	0.52	5204	None
genome_264	95.6	15.8	Neural Network (Specific Model)	11	0.895	1270291	312.35332182916306	2421431	0.43	2318	None
genome_268	98.18	23.73	Gradient Boost (General Model)	11	0.861	2077416	286.539961549025	3626820	0.51	3641	None
genome_269	100.0	44.16	Neural Network (Specific Model)	11	0.874	1262189	313.8004821327283	7580994	0.49	7052	None
genome_270	99.99	0.2	Neural Network (Specific Model)	11	0.861	2285712	309.58992467043316	2285712	0.51	2124	None
genome_277	74.63	3.41	Neural Network (Specific Model)	11	0.922	23191	322.5796178343949	2465051	0.51	2355	None
genome_282	100.0	66.58	Neural Network (Specific Model)	11	0.897	6224560	378.2684388845452	9697242	0.43	7674	None
genome_288	100.0	28.39	Neural Network (Specific Model)	11	0.884	2076299	303.00228571428573	3594999	0.39	3500	None
genome_295	56.48	0.07	Neural Network (Specific Model)	11	0.893	453069	323.9265748852733	2606326	0.63	2397	None
genome_299	88.79	9.72	Neural Network (Specific Model)	11	0.866	8093	304.712067748765	4482229	0.37	4251	None
genome_306	100.0	17.71	Neural Network (Specific Model)	11	0.866	2105950	311.77656458055924	4048592	0.58	3755	None
genome_31	83.56	47.68	Gradient Boost (General Model)	11	0.922	42490	347.3516268980477	10397302	0.64	9220	None
genome_310	78.15	21.32	Neural Network (Specific Model)	11	0.874	149272	307.7660122942693	5318334	0.57	5043	None
genome_312	100.0	71.75	Neural Network (Specific Model)	11	0.871	4778115	306.2321930646673	8982275	0.45	8536	None
genome_319	91.62	18.55	Gradient Boost (General Model)	11	0.853	32846	288.97552365262413	4307496	0.5	4249	None
genome_320	100.0	8.99	Neural Network (Specific Model)	11	0.923	2148045	313.29619238476954	2535148	0.29	2495	None
genome_322	100.0	35.66	Neural Network (Specific Model)	11	0.869	1932687	323.99008592200926	3378455	0.52	3026	None
genome_324	84.44	58.73	Gradient Boost (General Model)	11	0.88	83415	323.91687264212305	8471154	0.55	7687	None
genome_329	100.0	21.35	Neural Network (Specific Model)	11	0.875	3010375	290.5880116305077	4447974	0.63	4471	None
genome_33	100.0	0.95	Gradient Boost (General Model)	11	0.865	487099	281.9587737843552	923469	0.46	946	None
genome_333	100.0	85.89	Neural Network (Specific Model)	11	0.854	5128973	355.0621284185493	8381405	0.41	6728	None
genome_334	99.21	0.04	Neural Network (Specific Model)	11	0.895	1599921	334.1712089447939	1599921	0.52	1431	None
genome_340	90.58	0.14	Neural Network (Specific Model)	11	0.902	94421	321.92389816589105	3899728	0.66	3653	None
genome_342	81.47	1.06	Neural Network (Specific Model)	11	0.884	539319	307.5356254241122	4606193	0.65	4421	None
genome_366	80.36	3.97	Neural Network (Specific Model)	11	0.892	51953	292.5543434343434	2431914	0.38	2475	None
genome_369	99.32	0.01	Gradient Boost (General Model)	11	0.893	1107460	318.6112394149346	1386228	0.47	1299	None
genome_370	92.0	27.88	Gradient Boost (General Model)	11	0.896	19278	310.1537156430268	6112243	0.56	5894	None
genome_374	79.83	17.88	Gradient Boost (General Model)	11	0.878	23322	320.24492151431207	4729618	0.41	4332	None
genome_375	86.48	9.95	Neural Network (Specific Model)	11	0.923	60786	312.27922590837284	2561992	0.47	2532	None
genome_377	62.14	0.01	Neural Network (Specific Model)	11	0.897	684303	351.557003257329	720187	0.42	614	None
genome_379	76.04	3.98	Neural Network (Specific Model)	11	0.893	192031	334.49131513647643	903195	0.41	806	None
genome_38	75.34	0.12	Neural Network (Specific Model)	11	0.884	189554	330.8774818401937	2315890	0.32	2065	None
genome_384	80.45	55.39	Neural Network (Specific Model)	11	0.904	286466	365.71473684210525	11510100	0.69	9500	None
genome_386	100.0	32.34	Neural Network (Specific Model)	11	0.883	21883	301.70131954350927	5739667	0.52	5608	None
genome_388	100.0	67.79	Neural Network (Specific Model)	11	0.864	1800995	326.7472065012335	7811789	0.37	6891	None
genome_390	98.28	62.73	Neural Network (Specific Model)	11	0.891	4885668	321.3439595192916	8527348	0.47	7905	None
genome_395	97.34	23.18	Gradient Boost (General Model)	11	0.872	363522	328.7581764122894	5701075	0.56	5045	None
genome_4	100.0	43.33	Neural Network (Specific Model)	11	0.898	2325350	302.20613834173156	4400715	0.38	4366	None
genome_409	79.76	1.27	Neural Network (Specific Model)	11	0.818	79192	297.82422293676314	3055697	0.28	2799	None
genome_41	90.01	0.0	Neural Network (Specific Model)	11	0.885	230058	312.1354198013843	3512259	0.47	3323	None
genome_413	100.0	23.94	Neural Network (Specific Model)	11	0.895	1845051	287.4927664599941	3254793	0.35	3387	None
genome_416	88.92	29.1	Neural Network (Specific Model)	11	0.876	36977	299.0418613707165	5252494	0.54	5136	None
genome_420	99.27	1.1	Neural Network (Specific Model)	11	0.883	293934	304.89142091152814	3087860	0.28	2984	None
genome_421	88.13	24.35	Gradient Boost (General Model)	11	0.908	38756	308.0690322580645	3148176	0.54	3100	None
genome_422	59.21	0.06	Neural Network (Specific Model)	11	0.898	860107	336.4562737642586	1475666	0.46	1315	None
genome_43	100.0	82.49	Neural Network (Specific Model)	11	0.88	624761	314.1708882423413	12489310	0.59	11686	None
genome_435	100.0	74.47	Neural Network (Specific Model)	11	0.884	1392270	344.3637676971973	8079003	0.5	6922	None
genome_436	100.0	0.18	Neural Network (Specific Model)	11	0.859	730194	298.9856380796061	2541629	0.33	2437	None
genome_438	84.99	0.22	Neural Network (Specific Model)	11	0.859	65830	342.5415609137056	3765995	0.35	3152	None
genome_439	70.75	0.06	Neural Network (Specific Model)	11	0.874	306252	303.62109744560075	2200181	0.37	2114	None
genome_44	100.0	46.73	Gradient Boost (General Model)	11	0.903	811286	305.7809326198537	9278540	0.58	9157	None
genome_441	100.0	15.32	Neural Network (Specific Model)	11	0.851	1866513	293.93380062305295	2656871	0.36	2568	None
genome_446	100.0	39.3	Gradient Boost (General Model)	11	0.874	65849	330.7092547092547	11063723	0.67	9768	None
genome_449	99.94	3.67	Neural Network (Specific Model)	11	0.903	1663520	320.1314003701419	1721500	0.39	1621	None
genome_451	97.29	12.83	Gradient Boost (General Model)	11	0.9	142718	327.39308437067774	3936876	0.64	3615	None
genome_453	100.0	92.92	Neural Network (Specific Model)	11	0.868	590700	299.29574730898184	5854798	0.39	5667	None
genome_458	74.76	0.19	Neural Network (Specific Model)	11	0.909	146424	329.6336690647482	3773930	0.67	3475	None
genome_465	89.81	8.53	Neural Network (Specific Model)	11	0.878	142902	310.4665362035225	5413685	0.59	5110	None
genome_472	78.9	9.0	Gradient Boost (General Model)	11	0.907	1648393	324.6622950819672	2943102	0.65	2745	None
genome_473	88.16	12.92	Neural Network (Specific Model)	11	0.886	313252	307.0508806262231	4771822	0.49	4599	None
genome_478	71.53	0.03	Neural Network (Specific Model)	11	0.855	317360	314.92049025769956	3507176	0.64	3182	None
genome_487	100.0	31.05	Neural Network (Specific Model)	11	0.879	35692	309.38332423580783	7724774	0.61	7328	None
genome_490	64.55	2.7	Neural Network (Specific Model)	11	0.893	22392	311.2993897787948	2739757	0.36	2622	None
genome_491	98.16	86.79	Neural Network (Specific Model)	11	0.884	570378	313.5759897828863	7484928	0.5	7047	None
genome_507	85.35	2.08	Neural Network (Specific Model)	11	0.885	238319	337.5824543349627	4439479	0.41	3887	None
genome_52	95.81	39.88	Gradient Boost (General Model)	11	0.896	55159	332.9218852280166	10200694	0.6	9166	None
genome_521	92.35	27.65	Gradient Boost (General Model)	11	0.863	13025	309.0309454832763	8136343	0.61	7594	None
genome_53	100.0	34.78	Neural Network (Specific Model)	11	0.881	2103738	308.9569081605171	7796203	0.5	7426	None
genome_534	54.43	0.11	Neural Network (Specific Model)	11	0.882	347365	294.9155722326454	1067887	0.38	1066	None
genome_541	82.1	11.33	Neural Network (Specific Model)	11	0.844	33548	300.98942786069654	3431607	0.55	3216	None
genome_542	71.92	0.3	Neural Network (Specific Model)	11	0.877	1180522	337.93060785368476	2147776	0.27	1859	None
genome_544	100.0	53.51	Gradient Boost (General Model)	11	0.851	4497720	305.1972555746141	8144349	0.37	7579	None
genome_548	84.87	7.61	Neural Network (Specific Model)	11	0.887	42245	310.17165354330706	3987720	0.64	3810	None
genome_549	90.9	24.32	Gradient Boost (General Model)	11	0.899	205718	309.2939127550174	6207594	0.5	6029	None
genome_552	100.0	25.93	Neural Network (Specific Model)	11	0.858	5987104	335.7415832575068	7730668	0.6	6594	None
genome_554	100.0	34.22	Neural Network (Specific Model)	11	0.875	4645545	308.78669125557093	6878828	0.48	6507	None
genome_559	100.0	26.45	Gradient Boost (General Model)	11	0.875	2656678	299.2707957506514	5100185	0.5	4989	None
genome_568	95.65	36.37	Gradient Boost (General Model)	11	0.858	21576	309.59426472330847	9117052	0.59	8439	None
genome_571	100.0	76.32	Neural Network (Specific Model)	11	0.869	4204511	303.80245462854157	8014236	0.46	7659	None
genome_573	98.91	38.64	Gradient Boost (General Model)	11	0.893	87740	343.3206275119927	8879093	0.5	7713	None
genome_575	100.0	74.67	Neural Network (Specific Model)	11	0.878	603256	333.55747075109406	12734305	0.71	11197	None
genome_576	62.55	3.15	Neural Network (Specific Model)	11	0.855	365324	282.3270202020202	1566496	0.54	1584	None
genome_577	97.38	2.75	Neural Network (Specific Model)	11	0.897	1144467	329.6742808798646	1297214	0.43	1182	None
genome_584	92.54	5.13	Neural Network (Specific Model)	11	0.876	7752	283.604084184205	4653386	0.51	4799	None
genome_596	100.0	24.59	Neural Network (Specific Model)	11	0.86	2856012	299.3820382882883	3701617	0.39	3552	None
genome_60	100.0	8.64	Neural Network (Specific Model)	11	0.835	2810186	302.74406728747374	3613436	0.39	3329	None
genome_604	94.62	25.36	Gradient Boost (General Model)	11	0.883	178297	299.52689832689833	3942355	0.39	3885	None
genome_606	78.21	18.62	Gradient Boost (General Model)	11	0.834	23607	288.83198524194694	7307075	0.5	7047	None
genome_607	100.0	37.48	Neural Network (Specific Model)	11	0.893	2312438	337.45510065596017	10005202	0.56	8842	None
genome_611	100.0	44.4	Gradient Boost (General Model)	11	0.876	3712562	315.8309358605517	6379762	0.66	5909	None
genome_614	92.19	15.19	Gradient Boost (General Model)	11	0.867	22551	280.00705329153607	2459944	0.47	2552	None
genome_62	79.32	4.87	Neural Network (Specific Model)	11	0.873	31069	281.62250230556407	3143198	0.43	3253	None
genome_620	64.05	0.18	Neural Network (Specific Model)	11	0.885	318110	347.4189278623428	3554930	0.4	3022	None
genome_621	91.58	25.79	Neural Network (Specific Model)	11	0.923	1552641	297.73806275579807	2120240	0.33	2199	None
genome_623	100.0	82.65	Neural Network (Specific Model)	11	0.87	5390751	302.4121040486679	9922370	0.52	9534	None
genome_624	100.0	66.02	Neural Network (Specific Model)	11	0.87	5090295	310.31531631520534	9623085	0.54	9010	None
genome_634	94.03	27.9	Gradient Boost (General Model)	11	0.862	56001	294.62367130008175	5007626	0.49	4892	None
genome_640	100.0	63.27	Neural Network (Specific Model)	11	0.875	5430180	324.7739755417292	10357152	0.62	9322	None
genome_642	79.75	5.65	Neural Network (Specific Model)	11	0.896	677697	345.19055602123495	4129727	0.4	3579	None
genome_646	100.0	49.95	Gradient Boost (General Model)	11	0.883	6543028	330.3000118581762	9446475	0.42	8433	None
genome_647	59.32	0.11	Neural Network (Specific Model)	11	0.917	277773	289.8441666666667	1133603	0.31	1200	None
genome_651	100.0	55.79	Gradient Boost (General Model)	11	0.915	155023	304.7710240027629	5771048	0.58	5791	None
genome_653	83.37	9.05	Neural Network (Specific Model)	11	0.885	301903	312.1960926193922	4378051	0.54	4146	None
genome_655	75.24	1.59	Neural Network (Specific Model)	11	0.832	57673	307.99	5762746	0.45	5200	None
genome_659	71.98	8.01	Neural Network (Specific Model)	11	0.895	247607	330.45441493180186	1538774	0.42	1393	None
genome_660	99.99	5.29	Neural Network (Specific Model)	11	0.892	2282684	332.51594072743603	2486306	0.6	2227	None
genome_675	100.0	8.63	Neural Network (Specific Model)	11	0.869	8827329	320.5471422142214	9820561	0.69	8888	None
genome_680	80.36	0.75	Gradient Boost (General Model)	11	0.881	271104	373.6070021881838	2903673	0.35	2285	None
genome_681	100.0	41.68	Gradient Boost (General Model)	11	0.897	1561596	296.4855815224819	7235765	0.42	7317	None
genome_682	51.58	0.31	Neural Network (Specific Model)	11	0.865	286228	303.94534808067664	1618119	0.37	1537	None
genome_683	99.56	5.42	Neural Network (Specific Model)	11	0.878	2663833	336.9760670123654	2878979	0.57	2507	None
genome_684	99.59	0.89	Neural Network (Specific Model)	4	0.9	357280	354.93506493506493	1088264	0.47	924	None
genome_686	99.69	87.94	Gradient Boost (General Model)	11	0.878	180353	334.3290692545214	10333201	0.65	9068	None
genome_691	68.14	0.0	Neural Network (Specific Model)	11	0.87	324615	295.7613892647722	2256197	0.41	2217	None
genome_694	64.26	5.57	Neural Network (Specific Model)	11	0.818	7387	276.9117647058824	3204418	0.41	3162	None
genome_699	100.0	57.43	Neural Network (Specific Model)	11	0.843	5227450	276.16798466331176	8193597	0.35	8346	None
genome_7	100.0	20.69	Neural Network (Specific Model)	11	0.867	3182789	283.8644745612086	4412003	0.44	4501	None
genome_704	100.0	42.35	Neural Network (Specific Model)	11	0.887	487145	330.9544632086852	7407997	0.63	6632	None
genome_705	100.0	14.38	Neural Network (Specific Model)	11	0.877	5090295	311.33396446256916	7299171	0.61	6866	None
genome_712	97.27	32.5	Gradient Boost (General Model)	11	0.894	1482010	313.6255639097744	5583875	0.5	5320	None
genome_716	63.77	0.34	Neural Network (Specific Model)	11	0.871	148164	303.7597911227154	2798734	0.51	2681	None
genome_717	52.89	0.05	Neural Network (Specific Model)	11	0.927	404263	323.2374245472837	2076137	0.69	1988	None
genome_719	85.58	7.23	Neural Network (Specific Model)	11	0.88	166057	323.53053511040383	5536233	0.67	5027	None
genome_723	80.75	16.06	Gradient Boost (General Model)	11	0.893	619640	314.49751633986926	4031036	0.58	3825	None
genome_724	99.99	9.24	Neural Network (Specific Model)	11	0.876	4081885	287.9379794565076	7545949	0.51	7691	None
genome_728	88.26	25.7	Neural Network (Specific Model)	11	0.87	54999	317.1628973105135	3572014	0.61	3272	None
genome_737	70.89	0.17	Neural Network (Specific Model)	11	0.876	2756938	344.0655052264808	3376669	0.58	2870	None
genome_741	100.0	14.72	Neural Network (Specific Model)	11	0.87	728399	289.24266211604095	2914518	0.4	2930	None
genome_744	63.73	7.7	Neural Network (Specific Model)	11	0.877	6277	278.73991031390136	3595094	0.47	3791	None
genome_746	96.5	42.77	Gradient Boost (General Model)	11	0.893	423919	313.2753271028037	5620191	0.55	5350	None
genome_75	100.0	75.82	Neural Network (Specific Model)	11	0.87	4683803	312.60133006650335	9218676	0.48	8571	None
genome_751	89.88	29.33	Gradient Boost (General Model)	11	0.883	40323	313.90255413659077	3834351	0.52	3602	None
genome_758	100.0	45.58	Gradient Boost (General Model)	11	0.887	106866	319.98518079430943	9117214	0.61	8435	None
genome_760	89.82	29.66	Neural Network (Specific Model)	11	0.9	190543	306.94797687861274	3535323	0.28	3460	None
genome_763	87.65	29.74	Gradient Boost (General Model)	11	0.878	472408	302.58206012814196	6278356	0.48	6087	None
genome_765	67.34	2.73	Neural Network (Specific Model)	11	0.867	70571	325.6598694942904	2758842	0.61	2452	None
genome_771	99.76	0.14	Neural Network (Specific Model)	11	0.894	652753	338.9085487077535	1139886	0.4	1006	None
genome_773	92.56	0.0	Neural Network (Specific Model)	11	0.918	1133218	323.1606922126082	5117052	0.7	4854	None
genome_779	92.36	31.46	Gradient Boost (General Model)	11	0.873	18355	300.2966966966967	3430072	0.56	3330	None
genome_78	87.95	0.55	Neural Network (Specific Model)	11	0.89	346679	297.41086497890296	3796336	0.46	3792	None
genome_780	81.94	0.31	Neural Network (Specific Model)	11	0.855	2748302	323.58422174840086	3194057	0.34	2814	None
genome_790	77.89	0.38	Neural Network (Specific Model)	11	0.879	998109	312.29672897196264	4099153	0.58	3852	None
genome_792	99.6	6.37	Gradient Boost (General Model)	11	0.881	2346994	311.66231647634584	2598508	0.56	2452	None
genome_797	82.26	3.4	Neural Network (Specific Model)	11	0.872	37041	287.4762348555452	3172818	0.44	3219	None
genome_798	75.04	1.38	Neural Network (Specific Model)	11	0.891	371360	314.2620340209917	2918844	0.6	2763	None
genome_8	80.8	7.37	Neural Network (Specific Model)	11	0.878	903470	310.93781697905183	4811558	0.59	4535	None
genome_802	99.74	78.04	Gradient Boost (General Model)	11	0.875	107073	320.9069708168727	8613466	0.52	7847	None
genome_805	76.55	18.57	Neural Network (Specific Model)	11	0.861	885171	243.4555027173913	2486810	0.37	2944	None
genome_807	83.68	14.11	Neural Network (Specific Model)	11	0.886	9339	274.9803701626472	1657555	0.42	1783	None
genome_81	98.84	57.71	Gradient Boost (General Model)	11	0.888	255125	330.02439231684514	13084722	0.63	11766	None
genome_810	64.6	0.07	Neural Network (Specific Model)	11	0.881	1251245	344.43913612565444	1789006	0.56	1528	None
genome_812	99.88	9.13	Neural Network (Specific Model)	11	0.857	860055	289.1629567408652	2405002	0.49	2381	None
genome_815	100.0	83.78	Gradient Boost (General Model)	11	0.865	5169173	318.18888888888887	9905084	0.53	9000	None
genome_817	73.49	0.01	Neural Network (Specific Model)	11	0.834	378581	297.579373650108	1978855	0.33	1852	None
genome_824	68.93	0.47	Neural Network (Specific Model)	11	0.868	67325	292.7362327909887	3224703	0.51	3196	None
genome_826	69.85	3.57	Neural Network (Specific Model)	11	0.878	7706	273.4115456238361	1999997	0.52	2148	None
genome_83	99.97	0.44	Neural Network (Specific Model)	11	0.834	2217429	275.53979238754323	2286190	0.53	2312	None
genome_837	64.62	0.09	Neural Network (Specific Model)	11	0.904	576741	362.209375	766554	0.39	640	None
genome_839	99.11	0.01	Neural Network (Specific Model)	11	0.922	772237	355.3265925176946	1139611	0.53	989	None
genome_840	86.78	6.89	Neural Network (Specific Model)	11	0.839	26020	301.8267188373393	3852541	0.55	3578	None
genome_842	76.33	0.15	Neural Network (Specific Model)	11	0.879	323196	306.7645115620576	2216356	0.37	2119	None
genome_844	87.35	19.86	Gradient Boost (General Model)	11	0.884	442951	333.0186311041381	5731680	0.51	5099	None
genome_845	98.72	0.09	Neural Network (Specific Model)	4	0.911	801203	330.6359945872801	801203	0.4	739	None
genome_849	84.28	13.4	Neural Network (Specific Model)	11	0.85	649363	299.7435514018692	2825057	0.47	2675	None
genome_85	100.0	19.8	Neural Network (Specific Model)	11	0.876	1704447	277.1552970763911	3014523	0.34	3181	None
genome_850	99.91	0.04	Neural Network (Specific Model)	4	0.908	895051	359.82360570687416	915027	0.27	771	None
genome_853	96.05	20.4	Gradient Boost (General Model)	11	0.908	74500	288.0006738544474	2813690	0.36	2968	None
genome_854	99.03	58.65	Gradient Boost (General Model)	11	0.895	460636	333.56140045288276	6406816	0.64	5741	None
genome_86	61.89	0.15	Neural Network (Specific Model)	11	0.88	369449	305.090228123936	3049233	0.49	2937	None
genome_860	74.2	0.1	Neural Network (Specific Model)	11	0.912	252796	289.0974493132766	1448973	0.56	1529	None
genome_861	82.78	19.87	Neural Network (Specific Model)	11	0.842	86904	303.0004704775347	4582676	0.4	4251	None
genome_862	100.0	43.83	Gradient Boost (General Model)	11	0.92	94222	312.84773846842813	4542464	0.61	4466	None
genome_866	81.95	8.83	Neural Network (Specific Model)	4	0.89	1123322	334.7312703583062	2072536	0.38	1842	None
genome_87	99.71	12.27	Neural Network (Specific Model)	11	0.878	51378	301.93119366893825	4688837	0.38	4549	None
genome_874	100.0	36.12	Neural Network (Specific Model)	11	0.876	4853846	309.63458374465284	6438023	0.48	6078	None
genome_878	69.56	15.18	Gradient Boost (General Model)	11	0.9	85351	329.7302340290955	3469760	0.6	3162	None
genome_880	67.39	4.08	Neural Network (Specific Model)	11	0.87	257231	308.77160883280754	3368027	0.47	3170	None
genome_883	100.0	7.9	Neural Network (Specific Model)	11	0.896	6060298	332.14083510261855	6268583	0.71	5652	None
genome_890	100.0	0.08	Neural Network (Specific Model)	11	0.872	3689158	314.78296878318116	5090559	0.55	4709	None
genome_892	99.99	36.04	Neural Network (Specific Model)	11	0.902	299194	328.2951003790538	7757226	0.6	7123	None
genome_894	92.0	22.56	Gradient Boost (General Model)	11	0.898	78422	325.56470588235294	4891681	0.44	4505	None
genome_895	100.0	83.69	Gradient Boost (General Model)	11	0.894	5764913	324.2367484177215	10984891	0.51	10112	None
genome_898	75.9	1.2	Neural Network (Specific Model)	11	0.885	175769	339.6572967908175	4906299	0.72	4269	None
genome_901	90.14	15.88	Gradient Boost (General Model)	11	0.878	45689	290.15772703133297	5583713	0.54	5649	None
genome_904	81.78	13.22	Neural Network (Specific Model)	11	0.865	1167101	319.5985243836603	6145362	0.62	5557	None
genome_907	100.0	21.42	Neural Network (Specific Model)	11	0.912	591303	323.642366720517	5264375	0.67	4952	None
genome_909	81.09	0.24	Neural Network (Specific Model)	11	0.868	348107	293.89747191011236	1443997	0.53	1424	None
genome_915	77.32	1.04	Neural Network (Specific Model)	11	0.89	371042	320.4276948251176	5275291	0.66	4889	None
genome_918	84.58	10.54	Neural Network (Specific Model)	11	0.881	569917	303.98673018033344	3036463	0.5	2939	None
genome_924	100.0	41.06	Neural Network (Specific Model)	11	0.879	5160024	303.17706167706166	8937388	0.57	8658	None
genome_928	97.8	54.93	Gradient Boost (General Model)	11	0.874	576384	298.59341291528835	7107400	0.51	6953	None
genome_935	71.9	12.57	Neural Network (Specific Model)	11	0.915	80202	280.3922558922559	1629949	0.46	1782	None
genome_939	95.6	15.7	Neural Network (Specific Model)	11	0.844	41057	282.5483870967742	4473736	0.41	4464	None
genome_94	100.0	5.92	Neural Network (Specific Model)	11	0.849	3292782	325.4320430107527	5338602	0.42	4650	None
genome_943	69.47	5.67	Neural Network (Specific Model)	11	0.844	755832	287.70438985098673	5057738	0.71	4966	None
genome_944	100.0	13.12	Gradient Boost (General Model)	11	0.88	4837821	305.95160382667416	5554186	0.59	5331	None
genome_947	99.95	49.79	Gradient Boost (General Model)	11	0.925	16090	327.24641932700604	6137308	0.47	5795	None
genome_949	100.0	7.77	Neural Network (Specific Model)	11	0.901	1608273	309.1187019641332	2403512	0.32	2342	None
