# set_H_ncbi — 400 unique dominant reference genomes, 10 independent simulations each.
# Selected by NCBI assembly_level == "Complete Genome" with NO CheckM2 filter (R1-m13 circularity safeguard).
# in_curation_pool_277k = the genome WOULD have entered the project's CheckM2-filtered reference pool.
dominant_accession	dominant_phylum	dominant_taxonomy	dominant_reference_bp	ref_index	arm	pair_id	match_level	would_pass_original_filter	checkm2_severity	ref_checkm2_completeness	ref_checkm2_contamination	ref_contig_count	ref_n50_contigs	ref_ncbi_assembly_level	canonical_key	in_train	in_val	in_test	in_kmer_selection	in_curation_pool_277k
RS_GCF_013368775.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus glaciei	4091551	264	H_fail	pair_0132	genus	False	moderate	99.99	5.92	3	3925112	Complete Genome	013368775	False	False	False	False	False
RS_GCF_030413615.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus shixiaomingii	4019851	265	H_pass	pair_0132	genus	True	pass	100.0	0.69	2	4012290	Complete Genome	030413615	False	False	False	False	True
RS_GCF_013391085.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas halophila	3211682	266	H_fail	pair_0133	family	False	mild	99.88	2.03	1	3211682	Complete Genome	013391085	False	False	False	False	False
RS_GCF_000023945.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus utahensis	3116795	267	H_pass	pair_0133	family	True	pass	99.98	0.45	1	3116795	Complete Genome	000023945	False	False	True	False	True
RS_GCF_014679145.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Geobacillus;s__Geobacillus thermoleovorans	3808577	268	H_fail	pair_0134	species	False	mild	99.99	3.31	1	3808577	Complete Genome	014679145	False	False	False	False	False
GB_GCA_001274575.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Geobacillus;s__Geobacillus thermoleovorans	3676494	269	H_pass	pair_0134	species	True	pass	100.0	0.28	2	3654829	Complete Genome	001274575	False	False	True	False	True
RS_GCF_015220695.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	2853272	270	H_fail	pair_0135	species	False	mild	100.0	3.54	2	2846786	Complete Genome	015220695	False	False	False	False	False
RS_GCF_019669245.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	2853441	271	H_pass	pair_0135	species	True	pass	100.0	0.15	2	2849656	Complete Genome	019669245	False	False	False	False	True
RS_GCF_015291685.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium guangdongense	8436603	272	H_fail	pair_0136	genus	False	moderate	100.0	4.44	2	7454657	Complete Genome	015291685	False	False	False	False	False
RS_GCF_009176665.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium ottawaense	8442078	273	H_pass	pair_0136	genus	True	pass	100.0	1.39	1	8442078	Complete Genome	009176665	False	False	False	False	True
RS_GCF_015910325.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C	5652128	274	H_fail	pair_0137	species	False	mild	100.0	2.05	7	5111617	Complete Genome	015910325	False	False	False	False	False
RS_GCF_030717405.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C	5668552	275	H_pass	pair_0137	species	True	pass	100.0	0.77	9	5176447	Complete Genome	030717405	False	False	False	False	True
RS_GCF_016452265.2	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis bovis	970195	276	H_fail	pair_0138	species	False	moderate	99.37	7.97	1	970195	Complete Genome	016452265	False	False	False	False	False
RS_GCF_003354265.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis bovis	970516	277	H_pass	pair_0138	species	True	pass	99.81	0.94	1	970516	Complete Genome	003354265	False	False	False	False	True
RS_GCF_016638705.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus agricola	5285903	278	H_fail	pair_0139	genus	False	moderate	96.18	5.0	1	5285903	Complete Genome	016638705	False	False	False	False	False
RS_GCF_030123245.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus pakistanensis	5249694	279	H_pass	pair_0139	genus	True	pass	100.0	1.15	1	5249694	Complete Genome	030123245	False	False	False	False	True
RS_GCF_016889925.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	5248938	280	H_fail	pair_0140	species	False	mild	99.98	2.99	2	5150703	Complete Genome	016889925	False	False	False	False	False
RS_GCF_005706655.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	5241693	281	H_pass	pair_0140	species	True	pass	99.89	0.63	2	5205133	Complete Genome	005706655	False	False	False	False	True
RS_GCF_017357825.1	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas aquatica	2845050	282	H_fail	pair_0141	genus	False	moderate	99.99	4.22	2	2763158	Complete Genome	017357825	False	False	False	False	False
RS_GCF_014905115.1	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sediminis	2320257	283	H_pass	pair_0141	genus	True	pass	99.99	1.9	1	2320257	Complete Genome	014905115	False	False	False	False	True
RS_GCF_017607425.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus wittichii	6073182	284	H_fail	pair_0142	genus	False	moderate	100.0	4.1	3	5724744	Complete Genome	017607425	False	False	False	False	False
RS_GCF_002355275.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus dicambivorans	5541299	285	H_pass	pair_0142	genus	True	pass	100.0	0.54	5	5026772	Complete Genome	002355275	False	False	False	False	True
RS_GCF_017638925.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas xiamenensis_A	4563326	286	H_fail	pair_0143	genus	False	mild	99.84	2.15	5	3566422	Complete Genome	017638925	False	False	False	False	False
RS_GCF_003668795.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas atlantica	4557927	287	H_pass	pair_0143	genus	True	pass	100.0	0.17	3	3611742	Complete Genome	003668795	False	False	False	False	True
RS_GCF_017815695.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3210490	288	H_fail	pair_0144	species	False	mild	100.0	2.58	10	2793479	Complete Genome	017815695	False	False	False	False	False
RS_GCF_038441155.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3211428	289	H_pass	pair_0144	species	True	pass	100.0	1.89	6	2883631	Complete Genome	038441155	False	False	False	False	True
RS_GCF_018200015.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula marismortui	4537128	290	H_fail	pair_0145	genus	False	mild	99.99	2.15	7	3093724	Complete Genome	018200015	False	False	False	False	False
RS_GCF_000223905.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	3890005	291	H_pass	pair_0145	genus	True	pass	99.98	0.57	3	2995271	Complete Genome	000223905	False	False	True	False	True
RS_GCF_018200035.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter albidus	3860160	292	H_fail	pair_0146	genus	False	mild	96.19	0.54	5	3441674	Complete Genome	018200035	False	False	False	False	False
RS_GCF_022788675.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	3849963	293	H_pass	pair_0146	genus	True	pass	100.0	0.03	7	3012962	Complete Genome	022788675	False	False	False	False	True
RS_GCF_018336815.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema sp018336815	2711688	294	H_fail	pair_0147	genus	False	moderate	95.97	5.03	1	2711688	Complete Genome	018336815	False	False	False	False	False
RS_GCF_024181125.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema vincentii	2717368	295	H_pass	pair_0147	genus	True	pass	99.56	1.2	1	2717368	Complete Genome	024181125	False	False	True	False	True
RS_GCF_020215645.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea gerenzanensis	12066052	296	H_fail	pair_0148	genus	False	mild	100.0	2.88	3	12010032	Complete Genome	020215645	False	False	False	False	False
RS_GCF_002057455.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea composti	13047416	297	H_pass	pair_0148	genus	True	pass	100.0	1.77	1	13047416	Complete Genome	002057455	False	False	False	False	True
RS_GCF_020215665.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia celeris	6247046	298	H_fail	pair_0149	genus	False	mild	100.0	3.89	1	6247046	Complete Genome	020215665	False	False	False	False	False
RS_GCF_033096465.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A luti	3741599	299	H_pass	pair_0149	genus	True	pass	99.98	0.78	1	3741599	Complete Genome	033096465	False	False	False	False	True
RS_GCF_020524035.2	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__JAIVKR01;g__Bacillus_CC;s__Bacillus_CC sp020524035	3715404	300	H_fail	pair_0150	genus	False	mild	98.87	2.17	3	3602024	Complete Genome	020524035	False	False	False	False	False
RS_GCF_021654615.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	3715529	301	H_pass	pair_0150	genus	True	pass	100.0	0.02	1	3715529	Complete Genome	021654615	False	False	False	False	True
RS_GCF_020700235.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus pallidirubidus	6270521	302	H_fail	pair_0151	order	False	severe	99.99	15.06	7	3821467	Complete Genome	020700235	False	False	False	False	False
RS_GCF_013415885.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosimplex;s__Halosimplex rubrum	4480147	303	H_pass	pair_0151	order	True	pass	100.0	1.08	1	4480147	Complete Genome	013415885	False	False	True	False	True
RS_GCF_020906545.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	5562023	304	H_fail	pair_0152	species	False	mild	100.0	2.16	2	5331479	Complete Genome	020906545	False	False	False	False	False
RS_GCF_011068365.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	5561850	305	H_pass	pair_0152	species	True	pass	100.0	1.93	2	5337408	Complete Genome	011068365	False	False	False	False	True
RS_GCF_021497965.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_B	1707667	306	H_fail	pair_0153	genus	False	moderate	93.06	0.01	1	1707667	Complete Genome	021497965	False	False	False	False	False
RS_GCF_001635935.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	1709394	307	H_pass	pair_0153	genus	True	pass	99.99	0.06	1	1709394	Complete Genome	001635935	False	False	False	False	True
RS_GCF_022870965.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi	2573625	308	H_fail	pair_0154	species	False	mild	99.98	3.17	1	2573625	Complete Genome	022870965	False	False	False	False	False
RS_GCF_030758655.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi	2527983	309	H_pass	pair_0154	species	True	pass	100.0	0.45	1	2527983	Complete Genome	030758655	False	False	False	False	True
RS_GCF_022919835.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus_A;s__Halobacillus_A shinanisalinarum	4887025	310	H_fail	pair_0155	genus	False	moderate	100.0	4.07	1	4887025	Complete Genome	022919835	False	False	False	False	False
RS_GCF_022921115.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus_A;s__Halobacillus_A amylolyticus	4299351	311	H_pass	pair_0155	genus	True	pass	99.98	0.66	2	4154097	Complete Genome	022921115	False	False	False	False	True
RS_GCF_023028345.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis marina	4754137	312	H_fail	pair_0156	family	False	moderate	99.99	7.04	4	3675221	Complete Genome	023028345	False	False	False	False	False
GB_GCA_002844335.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula taiwanensis	3721706	313	H_pass	pair_0156	family	True	pass	99.91	0.45	4	2966258	Complete Genome	002844335	False	False	True	False	True
RS_GCF_023376025.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis thermalba	7285716	314	H_fail	pair_0157	genus	False	mild	97.52	0.0	1	7285716	Complete Genome	023376025	False	False	False	False	False
RS_GCF_000739085.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis methanolica	7237391	315	H_pass	pair_0157	genus	True	pass	99.99	0.35	1	7237391	Complete Genome	000739085	False	False	False	False	True
RS_GCF_023658035.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3087483	316	H_fail	pair_0158	species	False	mild	100.0	2.92	5	2755510	Complete Genome	023658035	False	False	False	False	False
RS_GCF_033130085.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3094047	317	H_pass	pair_0158	species	True	pass	100.0	1.41	5	2894314	Complete Genome	033130085	False	False	False	False	True
RS_GCF_023973145.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronosalvus;s__Natronosalvus vescus	3836670	318	H_fail	pair_0159	family	False	mild	97.82	0.0	1	3836670	Complete Genome	023973145	False	False	False	False	False
RS_GCF_002156705.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum aegyptiacum	3930546	319	H_pass	pair_0159	family	True	pass	99.84	0.46	1	3930546	Complete Genome	002156705	False	False	True	False	True
RS_GCF_024227995.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halomicrococcus;s__Halomicrococcus gelatinilyticus	3721977	320	H_fail	pair_0160	order	False	moderate	99.95	5.04	4	2870650	Complete Genome	024227995	False	False	False	False	False
RS_GCF_029225785.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii	3784795	321	H_pass	pair_0160	order	True	pass	99.51	1.36	4	2776760	Complete Genome	029225785	False	False	True	False	True
RS_GCF_025558485.1	Bdellovibrionota	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus_G	3343978	322	H_fail	pair_0161	species	False	moderate	90.97	0.29	1	3343978	Complete Genome	025558485	False	False	False	False	False
RS_GCF_002208115.1	Bdellovibrionota	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus_C	3769537	323	H_pass	pair_0161	species	True	pass	100.0	0.34	1	3769537	Complete Genome	002208115	False	False	True	False	True
RS_GCF_026062495.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F;s__Rhodococcus_F opacus	9286873	324	H_fail	pair_0162	species	False	mild	100.0	3.5	2	8186756	Complete Genome	026062495	False	False	False	False	False
RS_GCF_000010805.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F;s__Rhodococcus_F opacus_C	8834939	325	H_pass	pair_0162	species	True	pass	100.0	0.76	6	7913450	Complete Genome	000010805	False	False	False	False	True
RS_GCF_026639235.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas frequens	4918844	326	H_fail	pair_0163	species	False	mild	100.0	2.22	1	4918844	Complete Genome	026639235	False	False	False	False	False
GB_GCA_028570875.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas frequens	4682793	327	H_pass	pair_0163	species	True	pass	100.0	0.18	1	4682793	Complete Genome	028570875	False	False	False	False	True
RS_GCF_027285985.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia miyamotoi	1422053	328	H_fail	pair_0164	class	False	mild	97.91	0.26	17	906533	Complete Genome	027285985	False	False	False	False	False
RS_GCF_016117655.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D peruense	2738066	329	H_pass	pair_0164	class	True	pass	99.96	1.74	1	2738066	Complete Genome	016117655	False	False	True	False	True
RS_GCF_027286205.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia miyamotoi	1383961	330	H_fail	pair_0165	class	False	mild	97.99	0.12	15	907269	Complete Genome	027286205	False	False	False	False	False
RS_GCF_025905525.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_B;s__Treponema_B denticola	2778422	331	H_pass	pair_0165	class	True	pass	99.72	0.48	1	2778422	Complete Genome	025905525	False	False	True	False	True
RS_GCF_027474845.2	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter aestuarii	3864851	332	H_fail	pair_0166	genus	False	mild	97.57	0.07	1	3864851	Complete Genome	027474845	False	False	False	False	False
RS_GCF_963692985.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter dokdonensis	4490751	333	H_pass	pair_0166	genus	True	pass	100.0	0.07	1	4490751	Complete Genome	963692985	False	False	False	False	True
RS_GCF_028743755.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	5190606	334	H_fail	pair_0167	species	False	moderate	100.0	4.28	3	5062632	Complete Genome	028743755	False	False	False	False	False
RS_GCF_030038915.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	5190573	335	H_pass	pair_0167	species	True	pass	100.0	1.06	7	4974345	Complete Genome	030038915	False	False	False	False	True
RS_GCF_029909475.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	3881790	336	H_fail	pair_0168	species	False	moderate	100.0	5.03	6	3808349	Complete Genome	029909475	False	False	False	False	False
RS_GCF_033189955.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	3881966	337	H_pass	pair_0168	species	True	pass	100.0	0.09	2	3877162	Complete Genome	033189955	False	False	False	False	True
RS_GCF_030291635.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E monteilii	6133480	338	H_fail	pair_0169	species	False	mild	100.0	2.25	1	6133480	Complete Genome	030291635	False	False	False	False	False
RS_GCF_037099735.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E monteilii	6130057	339	H_pass	pair_0169	species	True	pass	100.0	0.24	2	6080353	Complete Genome	037099735	False	False	False	False	True
RS_GCF_030296715.1	Methanobacteriota	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium ferruginis	2803797	340	H_fail	pair_0170	phylum	False	moderate	94.02	3.29	1	2803797	Complete Genome	030296715	False	False	False	False	False
RS_GCF_001433455.1	Methanobacteriota_B	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B barophilus	2388527	341	H_pass	pair_0170	phylum	True	pass	99.92	0.88	1	2388527	Complete Genome	001433455	False	False	True	False	True
RS_GCF_030406775.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina trichiuri	3056487	342	H_fail	pair_0171	genus	False	mild	96.09	0.11	1	3056487	Complete Genome	030406775	False	False	False	False	False
RS_GCF_033304595.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina jeotgali	3203634	343	H_pass	pair_0171	genus	True	pass	99.8	0.09	1	3203634	Complete Genome	033304595	False	False	True	False	True
RS_GCF_030518775.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Brucella;s__Brucella anthropi	5111417	344	H_fail	pair_0172	species	False	mild	100.0	2.14	2	2852456	Complete Genome	030518775	False	False	False	False	False
RS_GCF_021165815.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Brucella;s__Brucella anthropi	5061032	345	H_pass	pair_0172	species	True	pass	100.0	0.4	4	2865725	Complete Genome	021165815	False	False	True	False	True
RS_GCF_030762805.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Aciduricibacillus;s__Aciduricibacillus chroicocephali	2730537	346	H_fail	pair_0173	family	False	mild	97.29	0.26	1	2730537	Complete Genome	030762805	False	False	False	False	False
RS_GCF_000307165.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Amphibacillus;s__Amphibacillus xylanus	2569486	347	H_pass	pair_0173	family	True	pass	99.99	0.07	1	2569486	Complete Genome	000307165	False	False	False	False	True
RS_GCF_030931015.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix subterranea_A	4204657	348	H_fail	pair_0174	species	False	moderate	95.93	2.14	1	4204657	Complete Genome	030931015	False	False	False	False	False
RS_GCF_016772315.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix subterranea	4077558	349	H_pass	pair_0174	species	True	pass	100.0	1.57	4	4036668	Complete Genome	016772315	False	False	False	False	True
RS_GCF_031202285.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter mayombei	4064271	350	H_fail	pair_0175	family	False	moderate	99.99	6.13	3	4034168	Complete Genome	031202285	False	False	False	False	False
RS_GCF_016767115.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile	4065486	351	H_pass	pair_0175	family	True	pass	99.9	0.78	1	4065486	Complete Genome	016767115	False	False	False	False	True
